location,timestamp,median_price,TIME_REF
Auckland,1993-05-31,142000,1993.05
Auckland,1993-06-30,143000,1993.06
Auckland,1993-07-31,140000,1993.07
Auckland,1993-08-31,144500,1993.08
Auckland,1993-09-30,145000,1993.09
Auckland,1993-10-31,148000,1993.10
Auckland,1993-11-30,150000,1993.11
Auckland,1993-12-31,160000,1993.12
Auckland,1994-01-31,154000,1994.01
Auckland,1994-02-28,155000,1994.02
Auckland,1994-03-31,159000,1994.03
Auckland,1994-04-30,162000,1994.04
Auckland,1994-05-31,165000,1994.05
Auckland,1994-06-30,170000,1994.06
Auckland,1994-07-31,172000,1994.07
Auckland,1994-08-31,177000,1994.08
Auckland,1994-09-30,172000,1994.09
Auckland,1994-10-31,179000,1994.10
Auckland,1994-11-30,180000,1994.11
Auckland,1994-12-31,180000,1994.12
Auckland,1995-01-31,174000,1995.01
Auckland,1995-02-28,180000,1995.02
Auckland,1995-03-31,179000,1995.03
Auckland,1995-04-30,180000,1995.04
Auckland,1995-05-31,180000,1995.05
Auckland,1995-06-30,180000,1995.06
Auckland,1995-07-31,185000,1995.07
Auckland,1995-08-31,192950,1995.08
Auckland,1995-09-30,194000,1995.09
Auckland,1995-10-31,198000,1995.10
Auckland,1995-11-30,205000,1995.11
Auckland,1995-12-31,210000,1995.12
Auckland,1996-01-31,204500,1996.01
Auckland,1996-02-29,222000,1996.02
Auckland,1996-03-31,230000,1996.03
Auckland,1996-04-30,230000,1996.04
Auckland,1996-05-31,230000,1996.05
Auckland,1996-06-30,225000,1996.06
Auckland,1996-07-31,224000,1996.07
Auckland,1996-08-31,225000,1996.08
Auckland,1996-09-30,222000,1996.09
Auckland,1996-10-31,225000,1996.10
Auckland,1996-11-30,228000,1996.11
Auckland,1996-12-31,233000,1996.12
Auckland,1997-01-31,230000,1997.01
Auckland,1997-02-28,235000,1997.02
Auckland,1997-03-31,235000,1997.03
Auckland,1997-04-30,240000,1997.04
Auckland,1997-05-31,237500,1997.05
Auckland,1997-06-30,235000,1997.06
Auckland,1997-07-31,240000,1997.07
Auckland,1997-08-31,235000,1997.08
Auckland,1997-09-30,237500,1997.09
Auckland,1997-10-31,240000,1997.10
Auckland,1997-11-30,245000,1997.11
Auckland,1997-12-31,235000,1997.12
Auckland,1998-01-31,237000,1998.01
Auckland,1998-02-28,240000,1998.02
Auckland,1998-03-31,240000,1998.03
Auckland,1998-04-30,235000,1998.04
Auckland,1998-05-31,235000,1998.05
Auckland,1998-06-30,230000,1998.06
Auckland,1998-07-31,230000,1998.07
Auckland,1998-08-31,227500,1998.08
Auckland,1998-09-30,225000,1998.09
Auckland,1998-10-31,225000,1998.10
Auckland,1998-11-30,229000,1998.11
Auckland,1998-12-31,231000,1998.12
Auckland,1999-01-31,231500,1999.01
Auckland,1999-02-28,235000,1999.02
Auckland,1999-03-31,241000,1999.03
Auckland,1999-04-30,239000,1999.04
Auckland,1999-05-31,232000,1999.05
Auckland,1999-06-30,240000,1999.06
Auckland,1999-07-31,234500,1999.07
Auckland,1999-08-31,235000,1999.08
Auckland,1999-09-30,240000,1999.09
Auckland,1999-10-31,235000,1999.10
Auckland,1999-11-30,240000,1999.11
Auckland,1999-12-31,235000,1999.12
Auckland,2000-01-31,230000,2000.01
Auckland,2000-02-29,241000,2000.02
Auckland,2000-03-31,240000,2000.03
Auckland,2000-04-30,245000,2000.04
Auckland,2000-05-31,240000,2000.05
Auckland,2000-06-30,240000,2000.06
Auckland,2000-07-31,235000,2000.07
Auckland,2000-08-31,235000,2000.08
Auckland,2000-09-30,245000,2000.09
Auckland,2000-10-31,235000,2000.10
Auckland,2000-11-30,242000,2000.11
Auckland,2000-12-31,241000,2000.12
Auckland,2001-01-31,243000,2001.01
Auckland,2001-02-28,249000,2001.02
Auckland,2001-03-31,250000,2001.03
Auckland,2001-04-30,249000,2001.04
Auckland,2001-05-31,236000,2001.05
Auckland,2001-06-30,255500,2001.06
Auckland,2001-07-31,240000,2001.07
Auckland,2001-08-31,240000,2001.08
Auckland,2001-09-30,250000,2001.09
Auckland,2001-10-31,260000,2001.10
Auckland,2001-11-30,248000,2001.11
Auckland,2001-12-31,255000,2001.12
Auckland,2002-01-31,245000,2002.01
Auckland,2002-02-28,260000,2002.02
Auckland,2002-03-31,265000,2002.03
Auckland,2002-04-30,265000,2002.04
Auckland,2002-05-31,269000,2002.05
Auckland,2002-06-30,263000,2002.06
Auckland,2002-07-31,260000,2002.07
Auckland,2002-08-31,265000,2002.08
Auckland,2002-09-30,275000,2002.09
Auckland,2002-10-31,280000,2002.10
Auckland,2002-11-30,283500,2002.11
Auckland,2002-12-31,270000,2002.12
Auckland,2003-01-31,273000,2003.01
Auckland,2003-02-28,282000,2003.02
Auckland,2003-03-31,281800,2003.03
Auckland,2003-04-30,290000,2003.04
Auckland,2003-05-31,295000,2003.05
Auckland,2003-06-30,290000,2003.06
Auckland,2003-07-31,300050,2003.07
Auckland,2003-08-31,319000,2003.08
Auckland,2003-09-30,322500,2003.09
Auckland,2003-10-31,330000,2003.10
Auckland,2003-11-30,325000,2003.11
Auckland,2003-12-31,325000,2003.12
Auckland,2004-01-31,314000,2004.01
Auckland,2004-02-29,315000,2004.02
Auckland,2004-03-31,319500,2004.03
Auckland,2004-04-30,334000,2004.04
Auckland,2004-05-31,340000,2004.05
Auckland,2004-06-30,323000,2004.06
Auckland,2004-07-31,340000,2004.07
Auckland,2004-08-31,337500,2004.08
Auckland,2004-09-30,339000,2004.09
Auckland,2004-10-31,343000,2004.10
Auckland,2004-11-30,353000,2004.11
Auckland,2004-12-31,350000,2004.12
Auckland,2005-01-31,340000,2005.01
Auckland,2005-02-28,353000,2005.02
Auckland,2005-03-31,375000,2005.03
Auckland,2005-04-30,369000,2005.04
Auckland,2005-05-31,370000,2005.05
Auckland,2005-06-30,365000,2005.06
Auckland,2005-07-31,369000,2005.07
Auckland,2005-08-31,372000,2005.08
Auckland,2005-09-30,380000,2005.09
Auckland,2005-10-31,380000,2005.10
Auckland,2005-11-30,392000,2005.11
Auckland,2005-12-31,385000,2005.12
Auckland,2006-01-31,379000,2006.01
Auckland,2006-02-28,385000,2006.02
Auckland,2006-03-31,388000,2006.03
Auckland,2006-04-30,390000,2006.04
Auckland,2006-05-31,400000,2006.05
Auckland,2006-06-30,401000,2006.06
Auckland,2006-07-31,392500,2006.07
Auckland,2006-08-31,395000,2006.08
Auckland,2006-09-30,400000,2006.09
Auckland,2006-10-31,415000,2006.10
Auckland,2006-11-30,425000,2006.11
Auckland,2006-12-31,425000,2006.12
Auckland,2007-01-31,419500,2007.01
Auckland,2007-02-28,435000,2007.02
Auckland,2007-03-31,441000,2007.03
Auckland,2007-04-30,452000,2007.04
Auckland,2007-05-31,449000,2007.05
Auckland,2007-06-30,450000,2007.06
Auckland,2007-07-31,448000,2007.07
Auckland,2007-08-31,450000,2007.08
Auckland,2007-09-30,441000,2007.09
Auckland,2007-10-31,446000,2007.10
Auckland,2007-11-30,450000,2007.11
Auckland,2007-12-31,465000,2007.12
Auckland,2008-01-31,430000,2008.01
Auckland,2008-02-29,430000,2008.02
Auckland,2008-03-31,440000,2008.03
Auckland,2008-04-30,455000,2008.04
Auckland,2008-05-31,450000,2008.05
Auckland,2008-06-30,430000,2008.06
Auckland,2008-07-31,420000,2008.07
Auckland,2008-08-31,428000,2008.08
Auckland,2008-09-30,424500,2008.09
Auckland,2008-10-31,435000,2008.10
Auckland,2008-11-30,430000,2008.11
Auckland,2008-12-31,440000,2008.12
Auckland,2009-01-31,424000,2009.01
Auckland,2009-02-28,428800,2009.02
Auckland,2009-03-31,440000,2009.03
Auckland,2009-04-30,439000,2009.04
Auckland,2009-05-31,450000,2009.05
Auckland,2009-06-30,439000,2009.06
Auckland,2009-07-31,445000,2009.07
Auckland,2009-08-31,457000,2009.08
Auckland,2009-09-30,460000,2009.09
Auckland,2009-10-31,458000,2009.10
Auckland,2009-11-30,475000,2009.11
Auckland,2009-12-31,475000,2009.12
Auckland,2010-01-31,450000,2010.01
Auckland,2010-02-28,460000,2010.02
Auckland,2010-03-31,477000,2010.03
Auckland,2010-04-30,470000,2010.04
Auckland,2010-05-31,460000,2010.05
Auckland,2010-06-30,448000,2010.06
Auckland,2010-07-31,450000,2010.07
Auckland,2010-08-31,447000,2010.08
Auckland,2010-09-30,450000,2010.09
Auckland,2010-10-31,465000,2010.10
Auckland,2010-11-30,480000,2010.11
Auckland,2010-12-31,458000,2010.12
Auckland,2011-01-31,450000,2011.01
Auckland,2011-02-28,465555,2011.02
Auckland,2011-03-31,475500,2011.03
Auckland,2011-04-30,480000,2011.04
Auckland,2011-05-31,467000,2011.05
Auckland,2011-06-30,464000,2011.06
Auckland,2011-07-31,467000,2011.07
Auckland,2011-08-31,457500,2011.08
Auckland,2011-09-30,480000,2011.09
Auckland,2011-10-31,470000,2011.10
Auckland,2011-11-30,490000,2011.11
Auckland,2011-12-31,488200,2011.12
Auckland,2012-01-31,470000,2012.01
Auckland,2012-02-29,470000,2012.02
Auckland,2012-03-31,499000,2012.03
Auckland,2012-04-30,496000,2012.04
Auckland,2012-05-31,505000,2012.05
Auckland,2012-06-30,507500,2012.06
Auckland,2012-07-31,505000,2012.07
Auckland,2012-08-31,515000,2012.08
Auckland,2012-09-30,520000,2012.09
Auckland,2012-10-31,530000,2012.10
Auckland,2012-11-30,545000,2012.11
Auckland,2012-12-31,542500,2012.12
Auckland,2013-01-31,510000,2013.01
Auckland,2013-02-28,545000,2013.02
Auckland,2013-03-31,565000,2013.03
Auckland,2013-04-30,560000,2013.04
Auckland,2013-05-31,568000,2013.05
Auckland,2013-06-30,560000,2013.06
Auckland,2013-07-31,557000,2013.07
Auckland,2013-08-31,570000,2013.08
Auckland,2013-09-30,580000,2013.09
Auckland,2013-10-31,590000,2013.10
Auckland,2013-11-30,626500,2013.11
Auckland,2013-12-31,609000,2013.12
Auckland,2014-01-31,570000,2014.01
Auckland,2014-02-28,610000,2014.02
Auckland,2014-03-31,645000,2014.03
Auckland,2014-04-30,620000,2014.04
Auckland,2014-05-31,630000,2014.05
Auckland,2014-06-30,605000,2014.06
Auckland,2014-07-31,620000,2014.07
Auckland,2014-08-31,620800,2014.08
Auckland,2014-09-30,620000,2014.09
Auckland,2014-10-31,650000,2014.10
Auckland,2014-11-30,676000,2014.11
Auckland,2014-12-31,685000,2014.12
Auckland,2015-01-31,675000,2015.01
Auckland,2015-02-28,687000,2015.02
Auckland,2015-03-31,730000,2015.03
Auckland,2015-04-30,727000,2015.04
Auckland,2015-05-31,760000,2015.05
Auckland,2015-06-30,770000,2015.06
Auckland,2015-07-31,750000,2015.07
Auckland,2015-08-31,750000,2015.08
Auckland,2015-09-30,781000,2015.09
Auckland,2015-10-31,760000,2015.10
Auckland,2015-11-30,785000,2015.11
Auckland,2015-12-31,778000,2015.12
Auckland,2016-01-31,745000,2016.01
Auckland,2016-02-29,770000,2016.02
Auckland,2016-03-31,835000,2016.03
Auckland,2016-04-30,830000,2016.04
Auckland,2016-05-31,824000,2016.05
Auckland,2016-06-30,830500,2016.06
Auckland,2016-07-31,840500,2016.07
Auckland,2016-08-31,850000,2016.08
Auckland,2016-09-30,850000,2016.09
Auckland,2016-10-31,880000,2016.10
Auckland,2016-11-30,878000,2016.11
Auckland,2016-12-31,855000,2016.12
Auckland,2017-01-31,830000,2017.01
Auckland,2017-02-28,827000,2017.02
Auckland,2017-03-31,900000,2017.03
Auckland,2017-04-30,855000,2017.04
Auckland,2017-05-31,862800,2017.05
Auckland,2017-06-30,856000,2017.06
Auckland,2017-07-31,836000,2017.07
Auckland,2017-08-31,840000,2017.08
Auckland,2017-09-30,850000,2017.09
Auckland,2017-10-31,850000,2017.10
Auckland,2017-11-30,880000,2017.11
Auckland,2017-12-31,860000,2017.12
Auckland,2018-01-31,820000,2018.01
Auckland,2018-02-28,855000,2018.02
Auckland,2018-03-31,880000,2018.03
Auckland,2018-04-30,850000,2018.04
Auckland,2018-05-31,850000,2018.05
Auckland,2018-06-30,850000,2018.06
Auckland,2018-07-31,830000,2018.07
Auckland,2018-08-31,850000,2018.08
Auckland,2018-09-30,852000,2018.09
Auckland,2018-10-31,861000,2018.10
Auckland,2018-11-30,860000,2018.11
Auckland,2018-12-31,860000,2018.12
Auckland,2019-01-31,805000,2019.01
Auckland,2019-02-28,851000,2019.02
Auckland,2019-03-31,855000,2019.03
Auckland,2019-04-30,847000,2019.04
Auckland,2019-05-31,850000,2019.05
Auckland,2019-06-30,850000,2019.06
Auckland,2019-07-31,825000,2019.07
Auckland,2019-08-31,819000,2019.08
Auckland,2019-09-30,848000,2019.09
Auckland,2019-10-31,860000,2019.10
Auckland,2019-11-30,885000,2019.11
Auckland,2019-12-31,886000,2019.12
Auckland,2020-01-31,870000,2020.01
Auckland,2020-02-29,885000,2020.02
Auckland,2020-03-31,945000,2020.03
Auckland,2020-04-30,925000,2020.04
Auckland,2020-05-31,904500,2020.05
Auckland,2020-06-30,921000,2020.06
Auckland,2020-07-31,918097,2020.07
Auckland,2020-08-31,949500,2020.08
Auckland,2020-09-30,955000,2020.09
Auckland,2020-10-31,1000000,2020.10
Auckland,2020-11-30,1030000,2020.11
Auckland,2020-12-31,1025000,2020.12
Auckland,2021-01-31,995000,2021.01
Auckland,2021-02-28,1100000,2021.02
Waikato,1992-01-31,100000,1992.01
Waikato,1992-02-29,105000,1992.02
Waikato,1992-03-31,103000,1992.03
Waikato,1992-04-30,105000,1992.04
Waikato,1992-05-31,105000,1992.05
Waikato,1992-06-30,100000,1992.06
Waikato,1992-07-31,104000,1992.07
Waikato,1992-08-31,100000,1992.08
Waikato,1992-09-30,105000,1992.09
Waikato,1992-10-31,100000,1992.10
Waikato,1992-11-30,105000,1992.11
Waikato,1992-12-31,108000,1992.12
Waikato,1993-01-31,108000,1993.01
Waikato,1993-02-28,102000,1993.02
Waikato,1993-03-31,110000,1993.03
Waikato,1993-04-30,108000,1993.04
Waikato,1993-05-31,102000,1993.05
Waikato,1993-06-30,105000,1993.06
Waikato,1993-07-31,103000,1993.07
Waikato,1993-08-31,106000,1993.08
Waikato,1993-09-30,105000,1993.09
Waikato,1993-10-31,105000,1993.10
Waikato,1993-11-30,107000,1993.11
Waikato,1993-12-31,110000,1993.12
Waikato,1994-01-31,115000,1994.01
Waikato,1994-02-28,110000,1994.02
Waikato,1994-03-31,114500,1994.03
Waikato,1994-04-30,115000,1994.04
Waikato,1994-05-31,115000,1994.05
Waikato,1994-06-30,117000,1994.06
Waikato,1994-07-31,115000,1994.07
Waikato,1994-08-31,117000,1994.08
Waikato,1994-09-30,118000,1994.09
Waikato,1994-10-31,119500,1994.10
Waikato,1994-11-30,120000,1994.11
Waikato,1994-12-31,120000,1994.12
Waikato,1995-01-31,125000,1995.01
Waikato,1995-02-28,119000,1995.02
Waikato,1995-03-31,125000,1995.03
Waikato,1995-04-30,123000,1995.04
Waikato,1995-05-31,122500,1995.05
Waikato,1995-06-30,119000,1995.06
Waikato,1995-07-31,123000,1995.07
Waikato,1995-08-31,120100,1995.08
Waikato,1995-09-30,125000,1995.09
Waikato,1995-10-31,125000,1995.10
Waikato,1995-11-30,128000,1995.11
Waikato,1995-12-31,120000,1995.12
Waikato,1996-01-31,133000,1996.01
Waikato,1996-02-29,133000,1996.02
Waikato,1996-03-31,132000,1996.03
Waikato,1996-04-30,129000,1996.04
Waikato,1996-05-31,134000,1996.05
Waikato,1996-06-30,130000,1996.06
Waikato,1996-07-31,135000,1996.07
Waikato,1996-08-31,131000,1996.08
Waikato,1996-09-30,135000,1996.09
Waikato,1996-10-31,136000,1996.10
Waikato,1996-11-30,139000,1996.11
Waikato,1996-12-31,140000,1996.12
Waikato,1997-01-31,140000,1997.01
Waikato,1997-02-28,139000,1997.02
Waikato,1997-03-31,140000,1997.03
Waikato,1997-04-30,142000,1997.04
Waikato,1997-05-31,139000,1997.05
Waikato,1997-06-30,145000,1997.06
Waikato,1997-07-31,147000,1997.07
Waikato,1997-08-31,149000,1997.08
Waikato,1997-09-30,145000,1997.09
Waikato,1997-10-31,148000,1997.10
Waikato,1997-11-30,148000,1997.11
Waikato,1997-12-31,148000,1997.12
Waikato,1998-01-31,147500,1998.01
Waikato,1998-02-28,145000,1998.02
Waikato,1998-03-31,145000,1998.03
Waikato,1998-04-30,143000,1998.04
Waikato,1998-05-31,146000,1998.05
Waikato,1998-06-30,147500,1998.06
Waikato,1998-07-31,147000,1998.07
Waikato,1998-08-31,147835,1998.08
Waikato,1998-09-30,145000,1998.09
Waikato,1998-10-31,150000,1998.10
Waikato,1998-11-30,150000,1998.11
Waikato,1998-12-31,150000,1998.12
Waikato,1999-01-31,147000,1999.01
Waikato,1999-02-28,150000,1999.02
Waikato,1999-03-31,152000,1999.03
Waikato,1999-04-30,153000,1999.04
Waikato,1999-05-31,155000,1999.05
Waikato,1999-06-30,150000,1999.06
Waikato,1999-07-31,152000,1999.07
Waikato,1999-08-31,155000,1999.08
Waikato,1999-09-30,160000,1999.09
Waikato,1999-10-31,155000,1999.10
Waikato,1999-11-30,157500,1999.11
Waikato,1999-12-31,152800,1999.12
Waikato,2000-01-31,155000,2000.01
Waikato,2000-02-29,155000,2000.02
Waikato,2000-03-31,156000,2000.03
Waikato,2000-04-30,156000,2000.04
Waikato,2000-05-31,150000,2000.05
Waikato,2000-06-30,155500,2000.06
Waikato,2000-07-31,152000,2000.07
Waikato,2000-08-31,156000,2000.08
Waikato,2000-09-30,150500,2000.09
Waikato,2000-10-31,159000,2000.10
Waikato,2000-11-30,150000,2000.11
Waikato,2000-12-31,155000,2000.12
Waikato,2001-01-31,154000,2001.01
Waikato,2001-02-28,160000,2001.02
Waikato,2001-03-31,160000,2001.03
Waikato,2001-04-30,165000,2001.04
Waikato,2001-05-31,150000,2001.05
Waikato,2001-06-30,146000,2001.06
Waikato,2001-07-31,160000,2001.07
Waikato,2001-08-31,159000,2001.08
Waikato,2001-09-30,157000,2001.09
Waikato,2001-10-31,160000,2001.10
Waikato,2001-11-30,158000,2001.11
Waikato,2001-12-31,165000,2001.12
Waikato,2002-01-31,165000,2002.01
Waikato,2002-02-28,162500,2002.02
Waikato,2002-03-31,145000,2002.03
Waikato,2002-04-30,166000,2002.04
Waikato,2002-05-31,160000,2002.05
Waikato,2002-06-30,156500,2002.06
Waikato,2002-07-31,165000,2002.07
Waikato,2002-08-31,157000,2002.08
Waikato,2002-09-30,168000,2002.09
Waikato,2002-10-31,160000,2002.10
Waikato,2002-11-30,163000,2002.11
Waikato,2002-12-31,165000,2002.12
Waikato,2003-01-31,171000,2003.01
Waikato,2003-02-28,172000,2003.02
Waikato,2003-03-31,162500,2003.03
Waikato,2003-04-30,175000,2003.04
Waikato,2003-05-31,170000,2003.05
Waikato,2003-06-30,171000,2003.06
Waikato,2003-07-31,169000,2003.07
Waikato,2003-08-31,175000,2003.08
Waikato,2003-09-30,172500,2003.09
Waikato,2003-10-31,175000,2003.10
Waikato,2003-11-30,179000,2003.11
Waikato,2003-12-31,189000,2003.12
Waikato,2004-01-31,183000,2004.01
Waikato,2004-02-29,193500,2004.02
Waikato,2004-03-31,189000,2004.03
Waikato,2004-04-30,180000,2004.04
Waikato,2004-05-31,187000,2004.05
Waikato,2004-06-30,187500,2004.06
Waikato,2004-07-31,195000,2004.07
Waikato,2004-08-31,200000,2004.08
Waikato,2004-09-30,200000,2004.09
Waikato,2004-10-31,227000,2004.10
Waikato,2004-11-30,230000,2004.11
Waikato,2004-12-31,220000,2004.12
Waikato,2005-01-31,238000,2005.01
Waikato,2005-02-28,245000,2005.02
Waikato,2005-03-31,243000,2005.03
Waikato,2005-04-30,240000,2005.04
Waikato,2005-05-31,243000,2005.05
Waikato,2005-06-30,245000,2005.06
Waikato,2005-07-31,250000,2005.07
Waikato,2005-08-31,266500,2005.08
Waikato,2005-09-30,259000,2005.09
Waikato,2005-10-31,269100,2005.10
Waikato,2005-11-30,275000,2005.11
Waikato,2005-12-31,278000,2005.12
Waikato,2006-01-31,275000,2006.01
Waikato,2006-02-28,283000,2006.02
Waikato,2006-03-31,280000,2006.03
Waikato,2006-04-30,280000,2006.04
Waikato,2006-05-31,283000,2006.05
Waikato,2006-06-30,279000,2006.06
Waikato,2006-07-31,287000,2006.07
Waikato,2006-08-31,280000,2006.08
Waikato,2006-09-30,278000,2006.09
Waikato,2006-10-31,302000,2006.10
Waikato,2006-11-30,298000,2006.11
Waikato,2006-12-31,308000,2006.12
Waikato,2007-01-31,300000,2007.01
Waikato,2007-02-28,310000,2007.02
Waikato,2007-03-31,320000,2007.03
Waikato,2007-04-30,310000,2007.04
Waikato,2007-05-31,312000,2007.05
Waikato,2007-06-30,319000,2007.06
Waikato,2007-07-31,326000,2007.07
Waikato,2007-08-31,315100,2007.08
Waikato,2007-09-30,320000,2007.09
Waikato,2007-10-31,325000,2007.10
Waikato,2007-11-30,320000,2007.11
Waikato,2007-12-31,330000,2007.12
Waikato,2008-01-31,320000,2008.01
Waikato,2008-02-29,347500,2008.02
Waikato,2008-03-31,320000,2008.03
Waikato,2008-04-30,316000,2008.04
